instance_id,base_instance_id,arm,gate,component_size,separation,separation_status,coverage,base_wrongness,n_tiers,seed,x,y,n_k,shd_truth,shd_cpdag,k_g0,undirected_fraction,z_size,z_star,phi_1,phi_1_n_broken,phi_1_n_inconsistent,r_claim,r_claim_censored,r_claim_cap,s0_ok,r_val,r_status,r_method,r_oracle,r_exact,r_assumes,r_witness,r_search_seconds,r_ladder_seconds,r_total_seconds,wall_until_timeout_s,r_stat_elements_visited,r_stat_closures,r_stat_validity_checks,r_stat_extensions_enumerated,AUC_frac,AUC_abs,n_depths_evaluated,n_depths_all_contradictory
c08_s01_cov050_seed00000000_bw000,c08_s01_cov050_seed00000000,flip,fast_gate,8,1,measured,0.5,0.0,,0,X,Y,4,2,7,7,0.75,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->Y C03->C05 C04->C07 C05->C06 W->Y X->Y C00-X C02-X C03-X,0.00041362499999997304,0.0,0.00041362499999997304,,1,7,2,0,0.2343,0.781,4,2
c08_s01_cov050_seed00000001_bw000,c08_s01_cov050_seed00000001,flip,fast_gate,8,1,measured,0.5,0.0,,1,X,Y,4,1,7,7,0.7272727272727273,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->Y C03->C04 C04->C05 C05->C07 W->Y X->C06 X->Y C00-X C03-X,0.0003267500000001533,0.0,0.0003267500000001533,,1,7,2,0,0.36326315789473684,1.2108771929824562,4,1
c08_s01_cov050_seed00000002_bw000,c08_s01_cov050_seed00000002,flip,fast_gate,8,1,measured,0.5,0.0,,2,X,Y,5,4,6,6,0.7692307692307693,2,"C00,W",0.2,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C05 C00->C06 C00->Y W->Y X->C04 X->Y C00-C07 C00-X C02-X C05-C06 C07-X,0.0009169170000000726,0.0,0.0009169170000000726,,1,6,2,0,0.5572792452830189,1.26011320754717,5,3
c08_s01_cov050_seed00000003_bw000,c08_s01_cov050_seed00000003,flip,fast_gate,8,1,measured,0.5,0.0,,3,X,Y,6,3,8,8,0.7857142857142857,2,"C00,W",0.16666666666666666,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->C03 C00->C04 C00->C06 C00->Y C02->C05 C03->C07 C04->C07 W->Y X->Y C00-X C02-X C03-C04 C03-C06,0.00047670799999988134,0.0,0.00047670799999988134,,1,8,2,0,0.31459557985873776,1.5729778992936887,6,3
c08_s01_cov050_seed00000004_bw000,c08_s01_cov050_seed00000004,flip,fast_gate,8,1,measured,0.5,0.0,,4,X,Y,4,1,7,7,0.7272727272727273,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C05 C00->Y C02->C03 C03->C04 C03->C06 C04->C07 W->Y X->C02 X->Y C00-X C04-C06,0.00034916599999945674,0.0,0.00034916599999945674,,1,7,2,0,0.14478527607361963,0.48261758691206547,4,1
c08_s01_cov050_seed00000005_bw000,c08_s01_cov050_seed00000005,flip,fast_gate,8,1,measured,0.5,0.0,,5,X,Y,4,1,8,8,0.75,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C02->C03 C02->C04 W->Y X->C02 X->C04 X->C05 X->C06 X->Y C00-X C02-C06,0.00039474999999988825,0.0,0.00039474999999988825,,1,8,3,0,0.41576008514615026,0.9690384715227662,4,2
c08_s01_cov050_seed00000006_bw000,c08_s01_cov050_seed00000006,flip,fast_gate,8,1,measured,0.5,0.0,,6,X,Y,4,0,7,7,0.7,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C04 C02->C06 C04->C07 W->Y X->C03 X->C05 X->Y C00-X,0.0002469579999999638,0.0,0.0002469579999999638,,1,7,2,0,0.8432748538011696,1.4775828460038987,4,2
c08_s01_cov050_seed00000007_bw000,c08_s01_cov050_seed00000007,flip,fast_gate,8,1,measured,0.5,0.0,,7,X,Y,4,0,7,7,0.7,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C07 C00->Y C03->C04 C05->C06 W->Y X->C02 X->C03 X->C05 X->Y C00-X,0.00026616699999948423,0.0,0.00026616699999948423,,1,7,2,0,0.1463855421686747,0.4879518072289157,4,2
c08_s01_cov050_seed00000008_bw000,c08_s01_cov050_seed00000008,flip,fast_gate,8,1,measured,0.5,0.0,,8,X,Y,4,1,7,7,0.7272727272727273,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C03 C00->Y C02->C04 C03->C05 C03->C06 C03->C07 W->Y X->C02 X->Y C00-X C05-C07,0.0003191659999988161,0.0,0.0003191659999988161,,1,7,2,0,0.49854541416833237,0.9834554741283589,4,2
c08_s01_cov050_seed00000009_bw000,c08_s01_cov050_seed00000009,flip,fast_gate,8,1,measured,0.5,0.0,,9,X,Y,4,2,7,7,0.75,2,"C00,W",0.25,1,0,1,0,3,True,1,ok,local_up_fast,mpdag_criterion,True,"Conjecture 2 (hence Anti-Exchange Case B, verified not proved)",C00->C02 C00->Y C02->C03 C02->C04 C03->C05 C05->C06 C05->C07 W->Y X->Y C00-X C02-X C06-C07,0.00040170800000005613,0.0,0.00040170800000005613,,1,7,2,0,0.340527297101561,1.1350909903385364,4,1
